player,matches,runs,balls,strike_rate,wickets,balls_bowled,runs_conceded,economy,recent_form
A Ashish Reddy,23.0,280.0,196.0,142.85714285714286,19.0,270.0,400.0,8.88888888888889,1.4285714285714286
A Badoni,35.0,634.0,505.0,125.54455445544555,2.0,25.0,37.0,8.879999999999999,1.32
A Chandila,2.0,4.0,7.0,57.14285714285714,11.0,234.0,245.0,6.282051282051283,0.5714285714285714
A Chopra,6.0,53.0,75.0,70.66666666666667,0.0,0.0,0.0,0.0,0.7066666666666667
A Choudhary,3.0,25.0,20.0,125.0,5.0,108.0,144.0,8.0,1.25
A Dananjaya,1.0,4.0,5.0,80.0,0.0,25.0,47.0,11.28,0.8
A Flintoff,3.0,62.0,57.0,108.77192982456141,2.0,66.0,106.0,9.636363636363637,1.087719298245614
A Kamboj,1.0,2.0,2.0,100.0,2.0,68.0,115.0,10.147058823529411,1.0
A Kumble,15.0,35.0,49.0,71.42857142857143,49.0,983.0,1089.0,6.646998982706002,0.7142857142857143
A Manohar,15.0,231.0,181.0,127.62430939226519,0.0,0.0,0.0,0.0,1.276243093922652
A Mishra,55.0,381.0,440.0,86.5909090909091,183.0,3444.0,4193.0,7.304878048780488,0.82
A Mithun,6.0,34.0,26.0,130.76923076923077,8.0,312.0,477.0,9.173076923076923,1.3076923076923077
A Mukund,2.0,19.0,23.0,82.6086956521739,0.0,0.0,0.0,0.0,0.8260869565217391
A Nehra,17.0,41.0,63.0,65.07936507936508,121.0,1974.0,2537.0,7.711246200607903,0.6507936507936508
A Nel,0.0,0.0,0.0,0.0,1.0,18.0,31.0,10.333333333333334,0.0
A Nortje,13.0,49.0,51.0,96.07843137254902,62.0,1097.0,1614.0,8.827711941659071,0.9607843137254902
A Raghuvanshi,7.0,163.0,109.0,149.54128440366972,0.0,0.0,0.0,0.0,1.4954128440366972
A Singh,5.0,2.0,10.0,20.0,31.0,486.0,639.0,7.888888888888889,0.2
A Symonds,36.0,974.0,781.0,124.71190781049937,23.0,540.0,694.0,7.711111111111111,1.1
A Tomar,1.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.5
A Uniyal,2.0,4.0,7.0,57.14285714285714,3.0,38.0,67.0,10.578947368421051,0.5714285714285714
A Zampa,5.0,15.0,25.0,60.0,30.0,425.0,562.0,7.934117647058823,0.6
AA Bilakhia,7.0,69.0,88.0,78.4090909090909,0.0,0.0,0.0,0.0,0.7840909090909091
AA Chavan,3.0,12.0,11.0,109.09090909090908,8.0,255.0,339.0,7.976470588235294,1.0909090909090908
AA Jhunjhunwala,15.0,217.0,218.0,99.54128440366972,1.0,88.0,130.0,8.863636363636363,0.9954128440366973
AA Kazi,0.0,0.0,0.0,0.0,1.0,13.0,21.0,9.692307692307693,0.0
AA Kulkarni,2.0,9.0,8.0,112.5,0.0,0.0,0.0,0.0,1.125
AA Noffke,1.0,9.0,12.0,75.0,1.0,25.0,41.0,9.84,0.75
AB Agarkar,18.0,179.0,160.0,111.87499999999999,33.0,820.0,1174.0,8.590243902439024,1.11875
AB Barath,3.0,42.0,43.0,97.67441860465115,0.0,0.0,0.0,0.0,0.9767441860465116
AB Dinda,16.0,26.0,50.0,52.0,82.0,1589.0,2103.0,7.940843297671492,0.52
AB McDonald,9.0,123.0,103.0,119.41747572815532,14.0,188.0,263.0,8.393617021276597,1.1941747572815533
AB de Villiers,170.0,5181.0,3487.0,148.58044164037855,0.0,0.0,0.0,0.0,1.4733333333333334
AC Blizzard,7.0,120.0,91.0,131.86813186813185,0.0,0.0,0.0,0.0,1.3186813186813187
AC Gilchrist,80.0,2069.0,1555.0,133.05466237942122,1.0,1.0,0.0,0.0,1.23
AC Thomas,4.0,20.0,19.0,105.26315789473684,16.0,327.0,416.0,7.63302752293578,1.0526315789473684
AC Voges,7.0,181.0,143.0,126.57342657342659,1.0,56.0,76.0,8.142857142857142,1.2657342657342658
AD Hales,6.0,148.0,119.0,124.36974789915966,0.0,0.0,0.0,0.0,1.2436974789915967
AD Mascarenhas,11.0,79.0,79.0,100.0,19.0,310.0,365.0,7.064516129032258,1.0
AD Mathews,41.0,724.0,599.0,120.86811352253757,28.0,807.0,1095.0,8.141263940520446,1.24
AD Nath,10.0,90.0,99.0,90.9090909090909,0.0,0.0,0.0,0.0,0.9090909090909091
AD Russell,104.0,2488.0,1515.0,164.22442244224422,125.0,1771.0,2691.0,9.116883116883116,1.4733333333333334
AF Milne,6.0,23.0,31.0,74.19354838709677,9.0,217.0,339.0,9.373271889400922,0.7419354838709677
AG Murtaza,3.0,10.0,14.0,71.42857142857143,12.0,269.0,322.0,7.182156133828997,0.7142857142857143
AG Paunikar,5.0,49.0,61.0,80.32786885245902,0.0,0.0,0.0,0.0,0.8032786885245902
AJ Finch,90.0,2092.0,1696.0,123.34905660377358,1.0,44.0,67.0,9.136363636363637,1.1266666666666667
AJ Hosein,1.0,16.0,11.0,145.45454545454547,1.0,24.0,41.0,10.25,1.4545454545454546
AJ Turner,6.0,24.0,31.0,77.41935483870968,0.0,0.0,0.0,0.0,0.7741935483870968
AJ Tye,13.0,91.0,79.0,115.18987341772151,48.0,714.0,1005.0,8.445378151260504,1.1518987341772151
AK Markram,42.0,995.0,787.0,126.4294790343075,2.0,123.0,173.0,8.439024390243903,1.14
AL Menaria,23.0,401.0,367.0,109.26430517711172,3.0,113.0,144.0,7.646017699115044,1.07
AM Nayar,50.0,672.0,588.0,114.28571428571428,9.0,239.0,323.0,8.108786610878662,0.9333333333333333
AM Rahane,171.0,4642.0,3858.0,120.32141005702437,1.0,6.0,5.0,5.0,1.3333333333333333
AM Salvi,0.0,0.0,0.0,0.0,7.0,156.0,205.0,7.884615384615385,0.0
AN Ahmed,6.0,36.0,27.0,133.33333333333331,15.0,362.0,515.0,8.535911602209945,1.3333333333333333
AN Ghosh,2.0,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.875
AP Dole,2.0,34.0,23.0,147.82608695652172,5.0,73.0,114.0,9.36986301369863,1.4782608695652173
AP Majumdar,4.0,87.0,77.0,112.98701298701299,0.0,0.0,0.0,0.0,1.12987012987013
AP Tare,27.0,339.0,285.0,118.94736842105263,0.0,0.0,0.0,0.0,1.1894736842105262
AR Bawne,1.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,1.0
AR Patel,112.0,1653.0,1318.0,125.41729893778452,131.0,3152.0,3824.0,7.279187817258883,1.2366666666666666
AS Joseph,5.0,27.0,32.0,84.375,22.0,454.0,707.0,9.343612334801762,0.84375
AS Rajpoot,7.0,26.0,41.0,63.41463414634146,24.0,567.0,844.0,8.93121693121693,0.6341463414634146
AS Raut,16.0,194.0,172.0,112.79069767441861,0.0,30.0,45.0,9.0,1.127906976744186
AS Roy,6.0,26.0,24.0,108.33333333333333,6.0,142.0,191.0,8.070422535211268,1.0833333333333333
AS Yadav,6.0,49.0,40.0,122.50000000000001,0.0,0.0,0.0,0.0,1.225
AT Carey,3.0,32.0,29.0,110.34482758620689,0.0,0.0,0.0,0.0,1.103448275862069
AT Rayudu,185.0,4348.0,3490.0,124.58452722063038,0.0,0.0,0.0,0.0,1.2766666666666666
AU Rashid,2.0,22.0,17.0,129.41176470588235,2.0,60.0,91.0,9.1,1.2941176470588236
AUK Pathan,7.0,39.0,26.0,150.0,0.0,41.0,63.0,9.21951219512195,1.5
Abdul Basith,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0
Abdul Samad,39.0,579.0,408.0,141.91176470588235,2.0,55.0,113.0,12.327272727272728,1.3866666666666667
Abdur Razzak,1.0,0.0,2.0,0.0,0.0,14.0,29.0,12.42857142857143,0.0
Abhishek Sharma,61.0,1377.0,925.0,148.86486486486484,11.0,278.0,396.0,8.546762589928058,1.8133333333333332
Abishek Porel,16.0,360.0,244.0,147.54098360655738,0.0,0.0,0.0,0.0,1.4754098360655739
Akash Deep,3.0,19.0,12.0,158.33333333333331,8.0,175.0,324.0,11.108571428571429,1.5833333333333333
Akash Madhwal,1.0,4.0,5.0,80.0,22.0,279.0,431.0,9.268817204301076,0.8
Akash Singh,0.0,0.0,0.0,0.0,5.0,141.0,227.0,9.659574468085106,0.0
Aman Hakim Khan,10.0,115.0,109.0,105.50458715596329,0.0,6.0,13.0,13.0,1.055045871559633
Anand Rajan,0.0,0.0,0.0,0.0,10.0,162.0,206.0,7.62962962962963,0.0
Anirudh Singh,4.0,63.0,69.0,91.30434782608695,0.0,0.0,0.0,0.0,0.9130434782608695
Ankit Sharma,10.0,87.0,69.0,126.08695652173914,12.0,375.0,453.0,7.247999999999999,1.2608695652173914
Ankit Soni,3.0,7.0,9.0,77.77777777777779,4.0,112.0,145.0,7.767857142857143,0.7777777777777778
Anmolpreet Singh,9.0,139.0,117.0,118.80341880341881,0.0,0.0,0.0,0.0,1.188034188034188
Anuj Rawat,21.0,318.0,276.0,115.21739130434783,0.0,0.0,0.0,0.0,1.1521739130434783
Anureet Singh,8.0,36.0,47.0,76.59574468085107,21.0,430.0,636.0,8.874418604651163,0.7659574468085106
Arjun Tendulkar,1.0,13.0,9.0,144.44444444444443,4.0,83.0,117.0,8.457831325301205,1.4444444444444444
Arshad Khan,6.0,96.0,67.0,143.28358208955223,6.0,153.0,282.0,11.058823529411764,1.4328358208955223
Arshad Khan (2),1.0,5.0,4.0,125.0,0.0,13.0,25.0,11.538461538461538,1.25
Arshdeep Singh,11.0,29.0,42.0,69.04761904761905,84.0,1453.0,2097.0,8.659325533379215,0.6904761904761905
Ashutosh Sharma,9.0,189.0,118.0,160.16949152542372,0.0,0.0,0.0,0.0,1.6016949152542372
Atharva Taide,9.0,247.0,177.0,139.54802259887003,0.0,1.0,4.0,24.0,1.3954802259887005
Avesh Khan,9.0,41.0,25.0,164.0,81.0,1390.0,2010.0,8.676258992805755,1.64
Azhar Mahmood,21.0,388.0,311.0,124.7588424437299,31.0,552.0,707.0,7.684782608695652,1.22
Azmatullah Omarzai,4.0,42.0,34.0,123.52941176470588,4.0,131.0,194.0,8.885496183206108,1.2352941176470589
B Akhil,11.0,76.0,57.0,133.33333333333331,7.0,193.0,246.0,7.647668393782384,1.3333333333333333
B Chipli,21.0,280.0,256.0,109.375,0.0,6.0,20.0,20.0,1.09375
B Geeves,0.0,0.0,0.0,0.0,2.0,49.0,91.0,11.142857142857142,0.0
B Indrajith,3.0,21.0,31.0,67.74193548387096,0.0,0.0,0.0,0.0,0.6774193548387096
B Kumar,65.0,306.0,338.0,90.53254437869822,195.0,4060.0,5051.0,7.464532019704434,0.89
B Laughlin,4.0,5.0,13.0,38.46153846153847,10.0,179.0,284.0,9.5195530726257,0.38461538461538464
B Lee,19.0,124.0,102.0,121.56862745098039,30.0,916.0,1126.0,7.3755458515283845,1.2156862745098038
B Sai Sudharsan,25.0,1034.0,770.0,134.28571428571428,0.0,0.0,0.0,0.0,1.4433333333333334
B Stanlake,1.0,5.0,2.0,250.0,7.0,150.0,200.0,8.0,2.5
B Sumanth,4.0,35.0,38.0,92.10526315789474,0.0,0.0,0.0,0.0,0.9210526315789473
BA Bhatt,2.0,6.0,7.0,85.71428571428571,13.0,303.0,408.0,8.07920792079208,0.8571428571428571
BA Stokes,43.0,935.0,718.0,130.22284122562675,31.0,723.0,1023.0,8.489626556016598,1.25
BAW Mendis,3.0,3.0,6.0,50.0,9.0,248.0,306.0,7.403225806451613,0.5
BB McCullum,109.0,2882.0,2272.0,126.84859154929578,0.0,0.0,0.0,0.0,1.41
BB Samantray,8.0,125.0,116.0,107.75862068965519,0.0,0.0,0.0,0.0,1.0775862068965518
BB Sran,7.0,10.0,14.0,71.42857142857143,20.0,516.0,767.0,8.918604651162791,0.7142857142857143
BCJ Cutting,17.0,238.0,146.0,163.013698630137,12.0,288.0,430.0,8.958333333333334,1.63013698630137
BE Hendricks,2.0,1.0,3.0,33.33333333333333,11.0,157.0,239.0,9.13375796178344,0.3333333333333333
BJ Haddin,1.0,18.0,11.0,163.63636363636365,0.0,0.0,0.0,0.0,1.6363636363636365
BJ Hodge,63.0,1400.0,1153.0,121.42237640936686,18.0,238.0,310.0,7.815126050420169,1.32
BJ Rohrer,8.0,193.0,146.0,132.1917808219178,0.0,7.0,12.0,10.285714285714285,1.321917808219178
BMAJ Mendis,3.0,23.0,27.0,85.18518518518519,1.0,30.0,36.0,7.199999999999999,0.8518518518518519
BR Dunk,3.0,40.0,36.0,111.11111111111111,0.0,0.0,0.0,0.0,1.1111111111111112
BR Sharath,1.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.4
BW Hilfenhaus,0.0,0.0,0.0,0.0,23.0,390.0,497.0,7.646153846153846,0.0
Basil Thampi,7.0,32.0,37.0,86.48648648648648,26.0,539.0,862.0,9.595547309833023,0.8648648648648649
Bipul Sharma,17.0,187.0,124.0,150.80645161290323,22.0,436.0,581.0,7.9954128440366965,1.5080645161290323
C Ganapathy,0.0,0.0,0.0,0.0,0.0,6.0,13.0,13.0,0.0
C Green,28.0,707.0,472.0,149.78813559322032,20.0,462.0,675.0,8.766233766233768,1.49
C Madan,1.0,15.0,21.0,71.42857142857143,0.0,0.0,0.0,0.0,0.7142857142857143
C Munro,11.0,177.0,144.0,122.91666666666667,0.0,12.0,15.0,7.5,1.2291666666666667
C Nanda,1.0,0.0,1.0,0.0,2.0,50.0,58.0,6.959999999999999,0.0
C Sakariya,7.0,20.0,31.0,64.51612903225806,20.0,460.0,610.0,7.956521739130434,0.6451612903225806
C de Grandhomme,21.0,303.0,229.0,132.31441048034935,7.0,230.0,323.0,8.42608695652174,1.3231441048034935
CA Ingram,15.0,205.0,183.0,112.02185792349727,0.0,0.0,0.0,0.0,1.1202185792349726
CA Lynn,42.0,1329.0,974.0,136.4476386036961,0.0,0.0,0.0,0.0,1.4166666666666667
CA Pujara,22.0,390.0,403.0,96.7741935483871,0.0,0.0,0.0,0.0,0.9733333333333334
CH Gayle,141.0,4997.0,3516.0,142.1217292377702,19.0,584.0,755.0,7.756849315068493,1.2966666666666666
CH Morris,49.0,618.0,413.0,149.636803874092,107.0,1801.0,2377.0,7.918933925596891,1.4333333333333333
CJ Anderson,29.0,538.0,436.0,123.39449541284404,14.0,315.0,525.0,10.0,1.2633333333333334
CJ Dala,0.0,0.0,0.0,0.0,0.0,19.0,34.0,10.736842105263158,0.0
CJ Ferguson,8.0,98.0,119.0,82.35294117647058,0.0,0.0,0.0,0.0,0.8235294117647058
CJ Green,0.0,0.0,0.0,0.0,0.0,17.0,24.0,8.470588235294118,0.0
CJ Jordan,12.0,81.0,81.0,100.0,36.0,717.0,1111.0,9.297071129707113,1.0
CJ McKay,1.0,8.0,15.0,53.333333333333336,1.0,42.0,60.0,8.571428571428571,0.5333333333333333
CK Kapugedera,3.0,16.0,24.0,66.66666666666666,0.0,17.0,49.0,17.294117647058822,0.6666666666666666
CK Langeveldt,2.0,8.0,9.0,88.88888888888889,13.0,165.0,199.0,7.236363636363636,0.8888888888888888
CL White,45.0,971.0,774.0,125.45219638242895,1.0,46.0,86.0,11.217391304347826,1.2
CM Gautam,13.0,169.0,158.0,106.9620253164557,0.0,0.0,0.0,0.0,1.0696202531645569
CR Brathwaite,14.0,181.0,120.0,150.83333333333334,16.0,266.0,384.0,8.661654135338345,1.5083333333333333
CR Woakes,12.0,78.0,77.0,101.29870129870129,31.0,463.0,674.0,8.734341252699783,1.0129870129870129
CRD Fernando,2.0,4.0,3.0,133.33333333333331,19.0,249.0,306.0,7.373493975903614,1.3333333333333333
CV Varun,10.0,25.0,49.0,51.02040816326531,85.0,1624.0,2042.0,7.544334975369457,0.5102040816326531
D Brevis,10.0,230.0,176.0,130.6818181818182,1.0,3.0,8.0,16.0,1.3068181818181819
D Ferreira,2.0,8.0,11.0,72.72727272727273,0.0,0.0,0.0,0.0,0.7272727272727273
D Jansen,0.0,0.0,0.0,0.0,1.0,28.0,53.0,11.357142857142858,0.0
D Kalyankrishna,1.0,3.0,8.0,37.5,2.0,50.0,88.0,10.56,0.375
D Padikkal,64.0,1559.0,1323.0,117.83824640967498,0.0,0.0,0.0,0.0,1.0966666666666667
D Pretorius,5.0,44.0,28.0,157.14285714285714,7.0,166.0,242.0,8.746987951807228,1.5714285714285714
D Salunkhe,3.0,33.0,24.0,137.5,1.0,51.0,80.0,9.411764705882353,1.375
D Wiese,11.0,148.0,105.0,140.95238095238096,17.0,307.0,447.0,8.73615635179153,1.4095238095238096
D du Preez,1.0,10.0,13.0,76.92307692307693,4.0,43.0,56.0,7.813953488372094,0.7692307692307693
DA Miller,123.0,2924.0,2171.0,134.68447719944726,0.0,0.0,0.0,0.0,1.42
DA Warner,184.0,6567.0,4849.0,135.4299855640338,0.0,2.0,2.0,6.0,1.3633333333333333
DAJ Bracewell,1.0,12.0,9.0,133.33333333333331,3.0,25.0,32.0,7.68,1.3333333333333333
DB Das,22.0,304.0,267.0,113.85767790262172,0.0,0.0,0.0,0.0,1.1385767790262171
DB Ravi Teja,25.0,375.0,325.0,115.38461538461537,1.0,18.0,28.0,9.333333333333334,1.1466666666666667
DE Bollinger,4.0,21.0,23.0,91.30434782608695,43.0,600.0,716.0,7.16,0.9130434782608695
DG Nalkande,2.0,12.0,12.0,100.0,6.0,89.0,150.0,10.112359550561797,1.0
DH Yagnik,17.0,170.0,142.0,119.71830985915493,0.0,0.0,0.0,0.0,1.1971830985915493
DJ Bravo,110.0,1560.0,1247.0,125.10024057738573,207.0,3296.0,4436.0,8.075242718446603,1.3166666666666667
DJ Harris,4.0,111.0,103.0,107.76699029126213,0.0,18.0,26.0,8.666666666666666,1.0776699029126213
DJ Hooda,96.0,1466.0,1170.0,125.2991452991453,10.0,384.0,535.0,8.359375,1.21
DJ Hussey,61.0,1322.0,1101.0,120.07266121707538,10.0,323.0,485.0,9.009287925696594,1.16
DJ Jacobs,7.0,92.0,101.0,91.0891089108911,0.0,0.0,0.0,0.0,0.9108910891089109
DJ Malan,1.0,26.0,26.0,100.0,0.0,0.0,0.0,0.0,1.0
DJ Mitchell,15.0,351.0,274.0,128.1021897810219,1.0,51.0,97.0,11.411764705882351,1.281021897810219
DJ Muthuswami,1.0,1.0,3.0,33.33333333333333,4.0,84.0,108.0,7.714285714285715,0.3333333333333333
DJ Thornely,4.0,39.0,54.0,72.22222222222221,3.0,44.0,40.0,5.454545454545454,0.7222222222222222
DJ Willey,5.0,53.0,64.0,82.8125,7.0,221.0,277.0,7.520361990950226,0.828125
DJG Sammy,20.0,295.0,251.0,117.52988047808766,14.0,244.0,354.0,8.704918032786885,1.1752988047808766
DJM Short,7.0,115.0,102.0,112.74509803921569,1.0,18.0,23.0,7.666666666666666,1.1274509803921569
DL Chahar,12.0,80.0,61.0,131.14754098360655,79.0,1746.0,2243.0,7.70790378006873,1.3114754098360655
DL Vettori,16.0,121.0,118.0,102.54237288135593,34.0,785.0,894.0,6.83312101910828,1.0254237288135593
DM Bravo,1.0,6.0,5.0,120.0,0.0,0.0,0.0,0.0,1.2
DNT Zoysa,2.0,11.0,9.0,122.22222222222223,2.0,69.0,100.0,8.695652173913043,1.2222222222222223
DP Conway,22.0,924.0,669.0,138.11659192825113,0.0,0.0,0.0,0.0,1.3333333333333333
DP Nannes,2.0,4.0,13.0,30.76923076923077,38.0,689.0,815.0,7.097242380261249,0.3076923076923077
DP Vijaykumar,1.0,1.0,1.0,100.0,4.0,159.0,205.0,7.735849056603773,1.0
DPMD Jayawardene,78.0,1808.0,1522.0,118.7910643889619,0.0,0.0,0.0,0.0,1.03
DR Martyn,1.0,19.0,26.0,73.07692307692307,0.0,0.0,0.0,0.0,0.7307692307692307
DR Sams,13.0,44.0,48.0,91.66666666666666,15.0,389.0,528.0,8.143958868894602,0.9166666666666666
DR Shorey,2.0,13.0,20.0,65.0,0.0,0.0,0.0,0.0,0.65
DR Smith,88.0,2385.0,1803.0,132.27953410981698,27.0,557.0,825.0,8.88689407540395,1.4066666666666667
DS Kulkarni,20.0,104.0,113.0,92.03539823008849,91.0,1876.0,2513.0,8.037313432835822,0.9203539823008849
DS Lehmann,2.0,18.0,19.0,94.73684210526315,0.0,0.0,0.0,0.0,0.9473684210526315
DT Christian,41.0,460.0,408.0,112.74509803921569,40.0,922.0,1218.0,7.926247288503254,1.0533333333333332
DT Patil,2.0,13.0,13.0,100.0,0.0,0.0,0.0,0.0,1.0
DW Steyn,33.0,167.0,163.0,102.45398773006136,105.0,2282.0,2583.0,6.791411042944785,1.0245398773006136
Dhruv Jurel,22.0,347.0,237.0,146.41350210970467,0.0,0.0,0.0,0.0,1.4641350210970465
E Lewis,26.0,654.0,499.0,131.06212424849699,0.0,0.0,0.0,0.0,1.3333333333333333
EJG Morgan,74.0,1406.0,1181.0,119.05165114309906,0.0,0.0,0.0,0.0,1.1433333333333333
ER Dwivedi,2.0,24.0,15.0,160.0,0.0,0.0,0.0,0.0,1.6
F Behardien,3.0,14.0,13.0,107.6923076923077,0.0,0.0,0.0,0.0,1.0769230769230769
F du Plessis,138.0,4571.0,3435.0,133.07132459970887,0.0,6.0,16.0,16.0,1.5966666666666667
FA Allen,3.0,14.0,19.0,73.68421052631578,2.0,91.0,136.0,8.967032967032967,0.7368421052631579
FH Edwards,2.0,4.0,5.0,80.0,6.0,150.0,160.0,6.4,0.8
FY Fazal,11.0,183.0,179.0,102.23463687150837,1.0,12.0,20.0,10.0,1.0223463687150838
Fazalhaq Farooqi,2.0,3.0,13.0,23.076923076923077,6.0,162.0,229.0,8.481481481481481,0.23076923076923078
G Coetzee,5.0,14.0,22.0,63.63636363636363,13.0,216.0,357.0,9.916666666666666,0.6363636363636364
G Gambhir,151.0,4217.0,3524.0,119.66515323496027,0.0,0.0,0.0,0.0,1.0766666666666667
GB Hogg,4.0,22.0,22.0,100.0,25.0,466.0,585.0,7.532188841201716,1.0
GC Smith,29.0,739.0,691.0,106.9464544138929,0.0,0.0,0.0,0.0,0.98
GC Viljoen,3.0,3.0,7.0,42.857142857142854,8.0,146.0,229.0,9.41095890410959,0.42857142857142855
GD McGrath,2.0,4.0,5.0,80.0,14.0,329.0,366.0,6.674772036474164,0.8
GD Phillips,8.0,65.0,55.0,118.18181818181819,2.0,31.0,40.0,7.741935483870968,1.1818181818181819
GH Vihari,23.0,284.0,331.0,85.80060422960725,1.0,43.0,48.0,6.697674418604651,0.8733333333333333
GHS Garton,2.0,2.0,4.0,50.0,3.0,97.0,136.0,8.412371134020617,0.5
GJ Bailey,36.0,663.0,552.0,120.1086956521739,0.0,0.0,0.0,0.0,1.1533333333333333
GJ Maxwell,128.0,2772.0,1842.0,150.4885993485342,41.0,965.0,1311.0,8.151295336787564,1.6633333333333333
GR Napier,1.0,15.0,16.0,93.75,1.0,24.0,28.0,7.0,0.9375
GS Sandhu,0.0,0.0,0.0,0.0,1.0,48.0,86.0,10.75,0.0
Gagandeep Singh,0.0,0.0,0.0,0.0,3.0,84.0,142.0,10.142857142857142,0.0
Gulbadin Naib,1.0,19.0,15.0,126.66666666666666,0.0,6.0,12.0,12.0,1.2666666666666666
Gurkeerat Singh,32.0,511.0,436.0,117.20183486238531,5.0,82.0,97.0,7.097560975609756,1.09
Gurnoor Brar,0.0,0.0,0.0,0.0,0.0,21.0,42.0,12.0,0.0
H Das,1.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.4
H Klaasen,32.0,993.0,613.0,161.99021207177816,0.0,0.0,0.0,0.0,1.63
H Sharma,0.0,0.0,0.0,0.0,0.0,30.0,62.0,12.400000000000002,0.0
HC Brook,11.0,190.0,159.0,119.49685534591194,0.0,0.0,0.0,0.0,1.1949685534591195
HE van der Dussen,3.0,22.0,25.0,88.0,0.0,0.0,0.0,0.0,0.88
HF Gurney,1.0,1.0,5.0,20.0,7.0,169.0,239.0,8.485207100591715,0.2
HH Gibbs,36.0,886.0,837.0,105.8542413381123,0.0,0.0,0.0,0.0,1.0733333333333333
HH Pandya,128.0,2534.0,1814.0,139.69128996692393,70.0,1485.0,2196.0,8.872727272727273,1.4633333333333334
HM Amla,16.0,577.0,418.0,138.03827751196172,0.0,0.0,0.0,0.0,1.4033333333333333
HR Shokeen,5.0,66.0,67.0,98.50746268656717,5.0,213.0,320.0,9.014084507042252,0.9850746268656716
HV Patel,37.0,249.0,214.0,116.35514018691589,151.0,2284.0,3215.0,8.44570928196147,1.1635514018691588
Harbhajan Singh,88.0,833.0,636.0,130.9748427672956,161.0,3496.0,4101.0,7.038329519450801,1.13
Harmeet Singh,4.0,18.0,12.0,150.0,31.0,574.0,747.0,7.80836236933798,1.5
Harpreet Brar,24.0,233.0,201.0,115.92039800995025,25.0,692.0,907.0,7.864161849710983,1.1592039800995024
Harpreet Singh,8.0,123.0,119.0,103.36134453781514,0.0,0.0,0.0,0.0,1.0336134453781514
Harshit Rana,3.0,2.0,3.0,66.66666666666666,27.0,403.0,590.0,8.784119106699752,0.6666666666666666
I Malhotra,1.0,7.0,4.0,175.0,0.0,6.0,23.0,23.0,1.75
I Sharma,21.0,57.0,71.0,80.28169014084507,96.0,2429.0,3255.0,8.040345821325648,0.8028169014084507
I Udana,4.0,15.0,11.0,136.36363636363635,8.0,182.0,286.0,9.428571428571429,1.3636363636363635
IC Pandey,1.0,0.0,2.0,0.0,19.0,469.0,609.0,7.791044776119403,0.0
IC Porel,0.0,0.0,0.0,0.0,1.0,26.0,42.0,9.692307692307693,0.0
IK Pathan,82.0,1150.0,985.0,116.75126903553299,99.0,2113.0,2711.0,7.698059630856601,1.0133333333333334
IR Jaggi,7.0,76.0,100.0,76.0,0.0,0.0,0.0,0.0,0.76
